order_id,product_category,origin_city,destination_city,shipment_date,weight_kg,shipping_cost,status
6e6115ec-581e-4081-93b1-cd6649a98d6d,Auto Components,Kolkata,Delhi,2026-01-19,485.16,3845.19,Delivered
b8c2c476-0251-481b-b004-5b237a2444cf,Electronics,Delhi,Mumbai,2026-01-19,316.11,2750.36,In Transit
f5b054fb-ac28-493f-a3d3-9ba2fb3633d9,Auto Components,Pune,Bangalore,2026-01-19,35.7,2807.42,Delayed
f09abb61-4f8d-42c1-b128-26b6f6c3d684,Electronics,Kolkata,Kolkata,2026-01-19,402.68,3274.38,Damaged
78f53856-58e1-4b38-9574-3b3bc2fe8e5f,Medical Supplies,Pune,Kolkata,2026-01-19,443.39,3871.51,In Transit
ee43da0f-2b9e-4d80-b1b1-2ac45b608a5f,Food Containers,Delhi,Mumbai,2026-01-19,397.91,3978.26,Delayed
5be16680-3dae-41cd-980a-ce846c639e27,Medical Supplies,Delhi,Chennai,2026-01-19,250.42,2576.41,Damaged
53652e75-fda5-4d0a-b7d2-9d69b13095ff,Food Containers,Kolkata,Mumbai,2026-01-19,232.58,3084.99,Damaged
ae399c4f-a786-4223-9b3d-b33d986e3ef8,Auto Components,Mumbai,Chennai,2026-01-19,152.92,2726.06,Delayed
ce7f0d21-4df1-43bb-9bba-0fe912dfc2da,Electronics,Kolkata,Chennai,2026-01-19,72.09,2087.97,Delivered
b884449d-7845-42d2-a569-4757eff93698,Auto Components,Bangalore,Chennai,2026-01-19,189.1,2742.52,Delivered
c9225143-f085-4282-97e6-d04d87cabe4b,Electronics,Chennai,Delhi,2026-01-19,261.56,3333.72,Delayed
93b8b9d1-7805-4f89-8606-b2fcb81e970f,Food Containers,Bangalore,Bangalore,2026-01-19,431.23,4414.51,Delayed
3fc303ac-a47f-48b2-a203-e2e12481301a,Electronics,Mumbai,Chennai,2026-01-19,161.96,2235.19,Delayed
f97369de-f0d8-4f94-9d11-8a48cfd6b57f,Auto Components,Mumbai,Chennai,2026-01-19,450.85,3388.06,Damaged
7b3435f7-bf0d-4e17-8481-d806232cad4a,Medical Supplies,Kolkata,Bangalore,2026-01-19,441.03,741.91,Damaged
d855618e-0222-494f-b078-9b0428dfadff,Medical Supplies,Bangalore,Pune,2026-01-19,92.59,2114.88,Delivered
b14b3d39-459a-4001-b4d5-1d8ce32b1159,Auto Components,Delhi,Bangalore,2026-01-19,297.95,3189.91,Delayed
729ccd55-f4a9-4ffe-83de-dfad28a24a08,Medical Supplies,Bangalore,Chennai,2026-01-19,192.29,3490.06,In Transit
f35023f9-1559-4723-a28b-2e32b21c7dd7,Medical Supplies,Pune,Bangalore,2026-01-19,331.73,4897.32,In Transit
b2e76af3-2ef7-4182-9321-7045533c0748,Medical Supplies,Chennai,Bangalore,2026-01-19,46.55,4574.03,In Transit
418d2872-48e5-4e5f-9a97-3b7a75c5a125,Electronics,Bangalore,Delhi,2026-01-19,37.34,3009.48,Delayed
f280e839-54c6-4e06-8167-bf0032444206,Auto Components,Mumbai,Delhi,2026-01-19,178.63,3564.15,In Transit
bf6df4d8-4257-47a5-982a-64a699dc1c9b,Medical Supplies,Mumbai,Kolkata,2026-01-19,180.95,4157.36,In Transit
84338973-f4c7-44a4-b578-e661803648b9,Food Containers,Bangalore,Bangalore,2026-01-19,219.66,796.7,Delayed
dace16b8-fa9c-4f4a-a033-3205b63b5bac,Auto Components,Kolkata,Kolkata,2026-01-19,158.4,2480.11,In Transit
48f174ee-d116-4647-9c9c-f1ad5e1a9f39,Electronics,Delhi,Delhi,2026-01-19,81.42,558.44,In Transit
ec9e6a9c-4d07-4996-a715-4494cd7ae3dc,Medical Supplies,Pune,Delhi,2026-01-19,331.88,3542.8,Delayed
432a4217-7227-4409-9887-4417a08570ad,Food Containers,Bangalore,Mumbai,2026-01-19,304.13,3450.17,Damaged
f81d5c29-13f0-4fc2-b152-5a6431807845,Medical Supplies,Mumbai,Pune,2026-01-19,281.73,3374.49,In Transit
275ebc6c-bf90-4ec4-9eb4-f8da5670ae63,Auto Components,Chennai,Kolkata,2026-01-19,219.16,4097.38,Delivered
8a2822b9-5a11-4924-a221-33ba463c5a8d,Food Containers,Pune,Kolkata,2026-01-19,68.7,1182.71,In Transit
b0a9cdb2-4fd1-407d-bc42-42995547547e,Food Containers,Mumbai,Delhi,2026-01-19,246.48,4546.83,Delivered
ff4bec1e-2f1a-44d1-93b7-a67a5f8f6af9,Auto Components,Delhi,Delhi,2026-01-19,26.83,4990.23,Delivered
ab0ee606-8c4b-4539-83a5-8870129b0393,Electronics,Chennai,Pune,2026-01-19,60.89,361.1,In Transit
783acd7d-9ec9-4855-94be-5614b9615487,Auto Components,Kolkata,Bangalore,2026-01-19,166.17,401.85,Delivered
5f13d42b-1bbc-4135-931d-2e0e7f63ab03,Medical Supplies,Delhi,Pune,2026-01-19,432.3,2540.79,In Transit
c27c3e0f-1a98-448a-be05-d64c7e9440a2,Auto Components,Chennai,Kolkata,2026-01-19,407.94,2593.62,Delivered
fa566657-3ff7-4841-bc18-f07a8d6764e0,Medical Supplies,Delhi,Chennai,2026-01-19,427.47,3248.99,Delayed
164ca7d4-33ff-441e-9eee-ad2eaa433292,Medical Supplies,Delhi,Delhi,2026-01-19,391.46,4302.97,Delayed
a3ce7212-dcac-4d2d-a626-7bf561ac4042,Electronics,Mumbai,Delhi,2026-01-19,394.61,3103.34,Delivered
653c164a-9c55-4503-a7c9-0ca1e95bf9f9,Medical Supplies,Chennai,Bangalore,2026-01-19,343.11,3097.78,Damaged
a89f39de-f2f6-457f-8453-48091758dbc9,Medical Supplies,Delhi,Pune,2026-01-19,468.07,932.61,In Transit
85059a42-8964-420b-813f-6477760e96eb,Electronics,Chennai,Chennai,2026-01-19,128.34,3535.46,Delivered
5a4e845b-bf88-4ca8-9e5f-29d87a65afc7,Medical Supplies,Chennai,Chennai,2026-01-19,24.2,3198.39,Damaged
8f095dc4-d1e7-473d-a495-315da6da79ae,Auto Components,Delhi,Mumbai,2026-01-19,432.24,1528.36,Delivered
89b0eb7e-57d2-4c21-81ee-2a0c8763f2ec,Auto Components,Delhi,Kolkata,2026-01-19,332.24,391.69,Damaged
810fcaf0-7974-4b17-afa4-c1d385e1824b,Electronics,Pune,Bangalore,2026-01-19,411.65,1706.37,Delivered
d7f9223a-eaa1-4330-94f6-1be0fcb93d09,Medical Supplies,Delhi,Delhi,2026-01-19,226.34,994.83,In Transit
cd3f335b-a964-41ff-a79f-1b75d9a0996a,Auto Components,Pune,Mumbai,2026-01-19,222.92,3861.57,Delivered
2e7812c8-dfd3-4eb7-b9f9-23d3f5710633,Food Containers,Delhi,Chennai,2026-01-19,379.73,4994.5,In Transit
9914bfe4-2daa-42e1-8c00-14e291a7cbbe,Food Containers,Delhi,Kolkata,2026-01-19,333.15,2912.45,Delivered
529ab428-235d-4d32-8a7c-ace4d73b4674,Food Containers,Chennai,Pune,2026-01-19,248.55,2193.68,Delayed
ac9176d4-41b3-4f57-a9be-45441dfcbcab,Medical Supplies,Kolkata,Delhi,2026-01-19,328.03,495.47,Delayed
0e969556-1126-4eeb-8964-534214d4d00f,Food Containers,Delhi,Kolkata,2026-01-19,495.8,4330.03,Delivered
afde752a-d424-44b7-a1b1-1bdeb1061558,Medical Supplies,Bangalore,Kolkata,2026-01-19,85.4,1474.83,Damaged
b56c2cf1-e10d-4136-baee-f5b7052d81c8,Food Containers,Chennai,Bangalore,2026-01-19,462.15,278.57,Damaged
dd9342b7-3b95-464e-9c4c-cb0e3f42e86e,Food Containers,Bangalore,Pune,2026-01-19,153.56,4950.48,Delayed
d406ff2e-a606-4f5c-bb1e-b5dcc99f5edb,Food Containers,Pune,Kolkata,2026-01-19,243.88,3442.2,Delivered
adf93a01-88c0-4618-9a6d-4dfa3dfc6ad1,Auto Components,Bangalore,Delhi,2026-01-19,53.96,4914.83,Delayed
fe7a23e2-0813-428d-a7e1-1921859dba79,Electronics,Delhi,Delhi,2026-01-19,358.99,1647.15,Damaged
b24a10dc-aa75-4c34-8292-b1726caa6303,Food Containers,Pune,Bangalore,2026-01-19,407.81,4388.77,In Transit
dc251126-03fb-401d-ae2a-650539484e25,Medical Supplies,Chennai,Kolkata,2026-01-19,279.61,337.91,Delivered
59da54f9-3ab6-4f7f-bef8-464d33eed572,Auto Components,Mumbai,Delhi,2026-01-19,145.26,2440.96,Damaged
9a9c052c-01f0-4c9e-af15-c85a64b1ffd7,Medical Supplies,Pune,Bangalore,2026-01-19,154.3,566.59,Delayed
d83ed50b-cd64-444b-b04a-65a3531a6a7b,Food Containers,Kolkata,Bangalore,2026-01-19,418.63,3053.01,In Transit
9d1eba53-eabe-4311-ad09-f3e069709d65,Auto Components,Bangalore,Bangalore,2026-01-19,437.51,116.73,Damaged
865ca4c4-b883-4b23-9220-0cc2ca8180f5,Medical Supplies,Chennai,Chennai,2026-01-19,208.86,2718.0,In Transit
5e8e587e-f520-44d5-9aa9-053c3915d480,Medical Supplies,Chennai,Mumbai,2026-01-19,225.23,1224.07,Delayed
1c244f73-cf4c-4fcc-94ba-0335af2b0a80,Food Containers,Mumbai,Chennai,2026-01-19,385.33,1970.4,In Transit
d7276371-1526-42dc-9844-c58fb6f03e0d,Electronics,Bangalore,Bangalore,2026-01-19,272.03,4428.08,Delayed
5b805369-78c8-4967-8f63-bf7a3e6ff95b,Food Containers,Pune,Kolkata,2026-01-19,95.94,1252.09,Delivered
b3b29a56-7676-4035-a79d-d0da082f806d,Electronics,Kolkata,Delhi,2026-01-19,42.78,4913.98,Delivered
513ab5d4-24a2-434c-aaa5-6be214c42025,Auto Components,Mumbai,Delhi,2026-01-19,267.54,2271.55,Delivered
fd090dea-b9b2-45f0-9dba-7327c0c6bc58,Medical Supplies,Mumbai,Mumbai,2026-01-19,300.39,1072.83,Delayed
5406ca55-4fa3-4537-ae04-fea3314fdfb7,Food Containers,Kolkata,Delhi,2026-01-19,428.51,1932.8,Damaged
d6922959-080e-4761-9a6b-70fedb8c3109,Food Containers,Chennai,Chennai,2026-01-19,205.99,4697.62,Damaged
03bc89d9-5f4c-435b-a35d-0ba78882187b,Electronics,Bangalore,Bangalore,2026-01-19,389.08,3816.29,In Transit
56c6fddd-64b9-4649-a710-ad2be2dfe66a,Food Containers,Chennai,Bangalore,2026-01-19,403.25,2131.9,Damaged
0d343798-9bb3-4af5-b8df-2f992bd544a8,Food Containers,Pune,Kolkata,2026-01-19,170.88,4325.87,Delayed
f8efd886-16ae-4ef0-a208-ddb2c3fc03e8,Electronics,Pune,Delhi,2026-01-19,365.52,2105.65,Delivered
93997b5e-bbbd-45c4-a9d6-2a3eb05f44da,Medical Supplies,Mumbai,Delhi,2026-01-19,432.99,4876.3,Delivered
32ace831-9b3d-41a8-8fab-d3200985f145,Medical Supplies,Kolkata,Bangalore,2026-01-19,350.34,3592.35,Damaged
b1c4e5b8-f267-4a40-953a-369eb0718d2e,Electronics,Bangalore,Delhi,2026-01-19,112.85,3760.5,Delivered
416d49bf-fdfe-4893-967d-92faa9123030,Electronics,Pune,Kolkata,2026-01-19,34.46,2181.99,In Transit
ff8a27b1-50cd-45e3-b745-075f87f049ca,Auto Components,Chennai,Mumbai,2026-01-19,42.98,3679.59,Damaged
4328b94e-a400-4a0f-82e3-385da09f2c73,Electronics,Bangalore,Mumbai,2026-01-19,485.77,3194.73,Delivered
1d323167-aaf5-420e-90b4-da69791807c6,Food Containers,Bangalore,Kolkata,2026-01-19,203.0,3844.85,Damaged
5a8c2eb4-e7e4-4132-9097-01db2c023da9,Food Containers,Mumbai,Pune,2026-01-19,496.5,3092.52,Delayed
